pep_length	start_pos	hla	weight	w
10	2	HLA-B41:03	1.318e-03	2.636e-04
10	2	HLA-B41:04	5.737e-04	5.737e-04
10	2	HLA-B41:05	6.049e-04	6.049e-04
10	2	HLA-B44:02	4.559e-01	1.652e-03
10	2	HLA-B44:03	6.958e-02	2.521e-04
10	2	HLA-B44:05	7.014e-02	7.014e-02
10	2	HLA-B44:08	1.249e-02	1.249e-02
10	2	HLA-B44:09	5.401e-03	1.350e-03
10	2	HLA-B44:27	1.356e-02	1.506e-03
10	2	HLA-B44:28	1.509e-02	2.156e-03
10	2	HLA-B45:01	3.614e-02	2.410e-03
10	2	HLA-B46:01	3.070e+00	4.449e-02
10	2	HLA-B49:01	3.263e-03	6.525e-04
10	2	HLA-B50:01	5.911e-08	2.570e-09
10	2	HLA-B51:01	1.270e+00	2.396e-02
10	2	HLA-B51:08	1.514e-03	3.785e-04
10	2	HLA-B54:01	5.729e-01	2.046e-02
10	2	HLA-B56:01	6.293e-04	2.248e-05
10	2	HLA-B57:01	2.915e+01	3.672e-02
10	2	HLA-B57:03	9.735e+00	3.392e-02
10	2	HLA-B58:01	1.140e+01	5.455e-02
10	2	HLA-B73:01	3.277e-08	4.682e-09
10	2	HLA-C01:02	8.414e-01	1.503e-02
10	2	HLA-C02:02	6.298e-01	1.749e-02
10	2	HLA-C03:03	2.158e-01	1.541e-02
10	2	HLA-C03:04	4.157e-01	1.260e-02
10	2	HLA-C04:01	2.871e-04	9.261e-06
10	2	HLA-C05:01	7.151e-01	5.675e-03
10	2	HLA-C06:02	1.194e-01	5.427e-03
10	2	HLA-C07:01	2.240e-03	4.481e-04
10	2	HLA-C07:02	3.375e-01	1.534e-02
10	2	HLA-C08:02	8.422e-03	1.504e-04
10	2	HLA-C12:03	1.186e-03	1.078e-04
10	2	HLA-C14:02	5.587e-02	7.981e-04
10	2	HLA-C15:02	7.663e-01	6.966e-02
10	2	HLA-C16:01	1.772e-01	6.815e-03
10	2	HLA-C17:01	9.852e-01	1.095e-01
10	3	HLA-A01:01	2.006e+01	5.558e-02
10	3	HLA-A01:03	1.941e-01	9.704e-02
10	3	HLA-A02:01	3.129e+01	6.630e-02
10	3	HLA-A02:03	4.664e+00	4.759e-02
10	3	HLA-A02:04	2.992e+00	4.337e-02
10	3	HLA-A02:05	2.858e-01	2.598e-02
10	3	HLA-A02:07	2.198e+00	2.314e-02
10	3	HLA-A03:01	1.786e+01	7.538e-02
10	3	HLA-A11:01	1.399e+01	1.021e-01
10	3	HLA-A23:01	4.483e-01	1.121e-01
10	3	HLA-A24:02	2.750e+01	1.180e-01
10	3	HLA-A24:06	1.145e+00	7.158e-02
10	3	HLA-A24:13	5.081e-01	7.258e-02
10	3	HLA-A26:01	9.636e-01	1.377e-01
10	3	HLA-A26:03	2.204e-02	2.204e-02
10	3	HLA-A29:02	2.619e+01	1.052e-01
10	3	HLA-A30:02	1.688e-01	8.438e-02
10	3	HLA-A31:01	4.522e+00	7.797e-02
10	3	HLA-A32:01	9.711e-01	8.093e-02
10	3	HLA-A66:01	3.292e-01	1.097e-01
10	3	HLA-A66:02	1.526e-01	7.632e-02
10	3	HLA-A68:02	5.494e+00	6.783e-02
10	3	HLA-B07:02	6.026e+01	1.198e-01
10	3	HLA-B08:01	5.208e+00	8.267e-02
10	3	HLA-B13:01	1.611e-03	1.611e-03
10	3	HLA-B14:02	1.285e-02	1.285e-02
10	3	HLA-B15:01	2.816e+01	9.579e-02
10	3	HLA-B15:02	1.374e+01	1.049e-01
10	3	HLA-B15:08	2.656e-01	1.328e-01
10	3	HLA-B15:11	2.932e-01	9.773e-02
10	3	HLA-B18:01	2.873e+00	1.437e-01
10	3	HLA-B27:01	1.777e+01	8.503e-02
10	3	HLA-B27:02	1.798e+01	1.064e-01
10	3	HLA-B27:03	4.084e+00	9.075e-02
10	3	HLA-B27:04	4.939e+00	8.666e-02
10	3	HLA-B27:05	2.267e+01	9.067e-02
10	3	HLA-B27:06	4.487e+00	8.309e-02
10	3	HLA-B27:07	1.063e+01	9.322e-02
10	3	HLA-B27:08	1.008e+01	9.248e-02
10	3	HLA-B27:09	2.005e+01	9.595e-02
10	3	HLA-B35:01	6.756e+00	9.791e-02
10	3	HLA-B35:03	5.418e-01	9.030e-02
10	3	HLA-B35:08	4.606e-01	7.677e-02
10	3	HLA-B39:01	2.008e+00	9.126e-02
10	3	HLA-B39:06	1.458e+00	1.122e-01
10	3	HLA-B39:24	1.177e-01	1.177e-01
10	3	HLA-B40:01	1.738e+01	1.287e-01
10	3	HLA-B40:02	3.503e+01	1.141e-01
10	3	HLA-B41:01	1.302e+00	8.680e-02
10	3	HLA-B41:02	2.147e-01	1.074e-01
10	3	HLA-B41:03	5.104e-01	1.021e-01
10	3	HLA-B41:04	1.339e-01	1.339e-01
10	3	HLA-B41:05	1.700e-01	1.700e-01
10	3	HLA-B44:02	3.664e+01	1.328e-01
10	3	HLA-B44:03	3.424e+01	1.241e-01
10	3	HLA-B44:05	1.156e-01	1.156e-01
10	3	HLA-B44:08	9.363e-02	9.363e-02
10	3	HLA-B44:09	5.126e-01	1.282e-01
10	3	HLA-B44:27	1.200e+00	1.334e-01
10	3	HLA-B44:28	8.290e-01	1.184e-01
10	3	HLA-B45:01	1.547e+00	1.031e-01
10	3	HLA-B46:01	1.688e+00	2.446e-02
10	3	HLA-B49:01	8.773e-01	1.755e-01
10	3	HLA-B50:01	1.814e+00	7.888e-02
10	3	HLA-B51:01	3.091e+00	5.832e-02
10	3	HLA-B51:08	4.294e-01	1.073e-01
10	3	HLA-B54:01	4.245e+00	1.516e-01
10	3	HLA-B56:01	3.213e+00	1.147e-01
10	3	HLA-B57:01	8.671e+01	1.092e-01
10	3	HLA-B57:03	2.914e+01	1.015e-01
10	3	HLA-B58:01	2.164e+01	1.035e-01
10	3	HLA-B73:01	4.090e-01	5.842e-02
10	3	HLA-C01:02	1.257e+00	2.245e-02
10	3	HLA-C02:02	2.751e+00	7.642e-02
10	3	HLA-C03:03	3.266e+00	2.333e-01
10	3	HLA-C03:04	5.035e+00	1.526e-01
10	3	HLA-C04:01	3.519e-03	1.135e-04
10	3	HLA-C05:01	7.786e-01	6.179e-03
10	3	HLA-C06:02	4.733e-01	2.151e-02
10	3	HLA-C07:01	1.551e-01	3.103e-02
10	3	HLA-C07:02	7.230e-01	3.287e-02
10	3	HLA-C08:02	2.493e-02	4.453e-04
10	3	HLA-C12:03	2.834e+00	2.577e-01
10	3	HLA-C14:02	5.053e+00	7.218e-02
10	3	HLA-C15:02	1.340e+00	1.218e-01
10	3	HLA-C16:01	1.686e+00	6.485e-02
10	3	HLA-C17:01	2.116e+00	2.351e-01
10	4	HLA-A01:01	5.285e+01	1.464e-01
10	4	HLA-A01:03	2.541e-01	1.270e-01
10	4	HLA-A02:01	4.598e+01	9.742e-02
10	4	HLA-A02:03	1.047e+01	1.068e-01
10	4	HLA-A02:04	5.953e+00	8.627e-02
10	4	HLA-A02:05	9.881e-01	8.983e-02
10	4	HLA-A02:07	1.044e+01	1.099e-01
10	4	HLA-A03:01	3.152e+01	1.330e-01
10	4	HLA-A11:01	1.940e+01	1.416e-01
10	4	HLA-A23:01	4.941e-01	1.235e-01
10	4	HLA-A24:02	2.832e+01	1.215e-01
10	4	HLA-A24:06	1.723e+00	1.077e-01
10	4	HLA-A24:13	5.075e-01	7.251e-02
10	4	HLA-A26:01	1.130e+00	1.614e-01
10	4	HLA-A26:03	5.585e-02	5.585e-02
10	4	HLA-A29:02	3.356e+01	1.348e-01
10	4	HLA-A30:02	2.910e-01	1.455e-01
10	4	HLA-A31:01	6.924e+00	1.194e-01
10	4	HLA-A32:01	2.568e+00	2.140e-01
10	4	HLA-A66:01	4.410e-01	1.470e-01
10	4	HLA-A66:02	2.392e-01	1.196e-01
10	4	HLA-A68:02	8.521e+00	1.052e-01
10	4	HLA-B07:02	7.252e+01	1.442e-01
10	4	HLA-B08:01	7.017e+00	1.114e-01
10	4	HLA-B13:01	4.630e-02	4.630e-02
10	4	HLA-B14:02	2.001e-01	2.001e-01
10	4	HLA-B15:01	4.377e+01	1.489e-01
10	4	HLA-B15:02	1.469e+01	1.121e-01
10	4	HLA-B15:08	2.500e-01	1.250e-01
10	4	HLA-B15:11	4.104e-01	1.368e-01
10	4	HLA-B18:01	2.963e+00	1.481e-01
10	4	HLA-B27:01	2.889e+01	1.382e-01
10	4	HLA-B27:02	2.424e+01	1.434e-01
10	4	HLA-B27:03	6.514e+00	1.447e-01
10	4	HLA-B27:04	7.889e+00	1.384e-01
10	4	HLA-B27:05	3.685e+01	1.474e-01
10	4	HLA-B27:06	7.465e+00	1.382e-01
10	4	HLA-B27:07	1.604e+01	1.407e-01
10	4	HLA-B27:08	1.500e+01	1.377e-01
10	4	HLA-B27:09	2.961e+01	1.417e-01
10	4	HLA-B35:01	9.583e+00	1.389e-01
10	4	HLA-B35:03	2.088e+00	3.480e-01
10	4	HLA-B35:08	1.062e+00	1.770e-01
10	4	HLA-B39:01	3.352e+00	1.524e-01
10	4	HLA-B39:06	2.281e+00	1.755e-01
10	4	HLA-B39:24	1.445e-01	1.445e-01
10	4	HLA-B40:01	1.948e+01	1.443e-01
10	4	HLA-B40:02	4.466e+01	1.455e-01
10	4	HLA-B41:01	1.499e+00	9.990e-02
10	4	HLA-B41:02	2.645e-01	1.322e-01
10	4	HLA-B41:03	5.061e-01	1.012e-01
10	4	HLA-B41:04	1.232e-01	1.232e-01
10	4	HLA-B41:05	2.323e-01	2.323e-01
10	4	HLA-B44:02	3.910e+01	1.417e-01
10	4	HLA-B44:03	3.865e+01	1.400e-01
10	4	HLA-B44:05	1.295e-01	1.295e-01
10	4	HLA-B44:08	1.145e-01	1.145e-01
10	4	HLA-B44:09	4.627e-01	1.157e-01
10	4	HLA-B44:27	1.268e+00	1.409e-01
10	4	HLA-B44:28	1.102e+00	1.574e-01
10	4	HLA-B45:01	1.404e+00	9.361e-02
10	4	HLA-B46:01	2.727e+00	3.952e-02
10	4	HLA-B49:01	8.044e-01	1.609e-01
10	4	HLA-B50:01	2.767e+00	1.203e-01
10	4	HLA-B51:01	8.655e+00	1.633e-01
10	4	HLA-B51:08	7.281e-01	1.820e-01
10	4	HLA-B54:01	4.102e+00	1.465e-01
10	4	HLA-B56:01	3.775e+00	1.348e-01
10	4	HLA-B57:01	1.036e+02	1.305e-01
10	4	HLA-B57:03	3.848e+01	1.341e-01
10	4	HLA-B58:01	2.557e+01	1.223e-01
10	4	HLA-B73:01	1.124e+00	1.606e-01
10	4	HLA-C01:02	8.209e+00	1.466e-01
10	4	HLA-C02:02	3.090e+00	8.584e-02
10	4	HLA-C03:03	2.563e+00	1.831e-01
10	4	HLA-C03:04	4.536e+00	1.375e-01
10	4	HLA-C04:01	5.546e+00	1.789e-01
10	4	HLA-C05:01	1.245e+01	9.880e-02
10	4	HLA-C06:02	1.863e+00	8.468e-02
10	4	HLA-C07:01	1.664e-01	3.328e-02
10	4	HLA-C07:02	1.716e+00	7.799e-02
10	4	HLA-C08:02	7.627e+00	1.362e-01
10	4	HLA-C12:03	1.031e+00	9.373e-02
10	4	HLA-C14:02	8.965e+00	1.281e-01
10	4	HLA-C15:02	1.766e+00	1.605e-01
10	4	HLA-C16:01	1.740e+00	6.692e-02
10	4	HLA-C17:01	1.292e+00	1.436e-01
10	5	HLA-A01:01	5.384e+01	1.491e-01
10	5	HLA-A01:03	2.499e-01	1.249e-01
10	5	HLA-A02:01	8.686e+01	1.840e-01
10	5	HLA-A02:03	1.616e+01	1.649e-01
10	5	HLA-A02:04	1.246e+01	1.806e-01
10	5	HLA-A02:05	5.804e-01	5.277e-02
10	5	HLA-A02:07	1.619e+01	1.705e-01
10	5	HLA-A03:01	3.850e+01	1.624e-01
10	5	HLA-A11:01	2.285e+01	1.668e-01
10	5	HLA-A23:01	5.859e-01	1.465e-01
10	5	HLA-A24:02	3.521e+01	1.511e-01
10	5	HLA-A24:06	2.399e+00	1.499e-01
10	5	HLA-A24:13	7.672e-01	1.096e-01
10	5	HLA-A26:01	8.978e-01	1.283e-01
10	5	HLA-A26:03	1.574e-01	1.574e-01
10	5	HLA-A29:02	3.753e+01	1.507e-01
10	5	HLA-A30:02	3.276e-01	1.638e-01
10	5	HLA-A31:01	9.117e+00	1.572e-01
10	5	HLA-A32:01	1.737e+00	1.448e-01
10	5	HLA-A66:01	3.479e-01	1.160e-01
10	5	HLA-A66:02	2.520e-01	1.260e-01
10	5	HLA-A68:02	1.332e+01	1.644e-01
10	5	HLA-B07:02	7.591e+01	1.509e-01
10	5	HLA-B08:01	6.976e+00	1.107e-01
10	5	HLA-B13:01	2.050e-01	2.050e-01
10	5	HLA-B14:02	1.258e-01	1.258e-01
10	5	HLA-B15:01	4.507e+01	1.533e-01
10	5	HLA-B15:02	1.889e+01	1.442e-01
10	5	HLA-B15:08	2.482e-01	1.241e-01
10	5	HLA-B15:11	5.217e-01	1.739e-01
10	5	HLA-B18:01	2.926e+00	1.463e-01
10	5	HLA-B27:01	2.972e+01	1.422e-01
10	5	HLA-B27:02	2.597e+01	1.537e-01
10	5	HLA-B27:03	7.053e+00	1.567e-01
10	5	HLA-B27:04	8.557e+00	1.501e-01
10	5	HLA-B27:05	3.590e+01	1.436e-01
10	5	HLA-B27:06	8.210e+00	1.520e-01
10	5	HLA-B27:07	1.760e+01	1.544e-01
10	5	HLA-B27:08	1.631e+01	1.496e-01
10	5	HLA-B27:09	2.972e+01	1.422e-01
10	5	HLA-B35:01	8.637e+00	1.252e-01
10	5	HLA-B35:03	6.851e-01	1.142e-01
10	5	HLA-B35:08	8.006e-01	1.334e-01
10	5	HLA-B39:01	3.864e+00	1.756e-01
10	5	HLA-B39:06	2.377e+00	1.829e-01
10	5	HLA-B39:24	1.661e-01	1.661e-01
10	5	HLA-B40:01	2.006e+01	1.486e-01
10	5	HLA-B40:02	4.744e+01	1.545e-01
10	5	HLA-B41:01	2.421e+00	1.614e-01
10	5	HLA-B41:02	2.815e-01	1.407e-01
10	5	HLA-B41:03	8.073e-01	1.615e-01
10	5	HLA-B41:04	1.557e-01	1.557e-01
10	5	HLA-B41:05	9.037e-02	9.037e-02
10	5	HLA-B44:02	3.939e+01	1.427e-01
10	5	HLA-B44:03	4.036e+01	1.462e-01
10	5	HLA-B44:05	1.283e-01	1.283e-01
10	5	HLA-B44:08	1.606e-01	1.606e-01
10	5	HLA-B44:09	4.441e-01	1.110e-01
10	5	HLA-B44:27	1.247e+00	1.385e-01
10	5	HLA-B44:28	1.117e+00	1.596e-01
10	5	HLA-B45:01	1.874e+00	1.249e-01
10	5	HLA-B46:01	7.799e+00	1.130e-01
10	5	HLA-B49:01	7.137e-01	1.427e-01
10	5	HLA-B50:01	3.661e+00	1.592e-01
10	5	HLA-B51:01	8.489e+00	1.602e-01
10	5	HLA-B51:08	5.301e-01	1.325e-01
10	5	HLA-B54:01	3.594e+00	1.284e-01
10	5	HLA-B56:01	4.197e+00	1.499e-01
10	5	HLA-B57:01	1.115e+02	1.404e-01
10	5	HLA-B57:03	4.098e+01	1.428e-01
10	5	HLA-B58:01	2.918e+01	1.396e-01
10	5	HLA-B73:01	1.162e+00	1.661e-01
10	5	HLA-C01:02	1.249e+01	2.229e-01
10	5	HLA-C02:02	7.507e+00	2.085e-01
10	5	HLA-C03:03	1.391e+00	9.936e-02
10	5	HLA-C03:04	4.760e+00	1.442e-01
10	5	HLA-C04:01	5.617e+00	1.812e-01
10	5	HLA-C05:01	2.231e+01	1.771e-01
10	5	HLA-C06:02	2.471e+00	1.123e-01
10	5	HLA-C07:01	7.064e-01	1.413e-01
10	5	HLA-C07:02	3.149e+00	1.431e-01
10	5	HLA-C08:02	1.038e+01	1.854e-01
10	5	HLA-C12:03	1.653e+00	1.503e-01
10	5	HLA-C14:02	1.114e+01	1.591e-01
10	5	HLA-C15:02	2.975e+00	2.705e-01
10	5	HLA-C16:01	5.744e+00	2.209e-01
10	5	HLA-C17:01	1.183e+00	1.315e-01
10	6	HLA-A01:01	5.261e+01	1.457e-01
10	6	HLA-A01:03	2.508e-01	1.254e-01
10	6	HLA-A02:01	8.432e+01	1.786e-01
10	6	HLA-A02:03	1.976e+01	2.016e-01
10	6	HLA-A02:04	1.189e+01	1.723e-01
10	6	HLA-A02:05	8.171e-01	7.428e-02
10	6	HLA-A02:07	1.620e+01	1.706e-01
10	6	HLA-A03:01	3.746e+01	1.581e-01
10	6	HLA-A11:01	2.115e+01	1.544e-01
10	6	HLA-A23:01	6.186e-01	1.547e-01
10	6	HLA-A24:02	3.760e+01	1.614e-01
10	6	HLA-A24:06	3.120e+00	1.950e-01
10	6	HLA-A24:13	8.470e-01	1.210e-01
10	6	HLA-A26:01	1.120e+00	1.600e-01
10	6	HLA-A26:03	1.574e-01	1.574e-01
10	6	HLA-A29:02	3.655e+01	1.468e-01
10	6	HLA-A30:02	2.786e-01	1.393e-01
10	6	HLA-A31:01	8.109e+00	1.398e-01
10	6	HLA-A32:01	1.898e+00	1.582e-01
10	6	HLA-A66:01	4.329e-01	1.443e-01
10	6	HLA-A66:02	2.923e-01	1.461e-01
10	6	HLA-A68:02	1.307e+01	1.613e-01
10	6	HLA-B07:02	7.222e+01	1.436e-01
10	6	HLA-B08:01	9.631e+00	1.529e-01
10	6	HLA-B13:01	5.909e-02	5.909e-02
10	6	HLA-B14:02	2.209e-01	2.209e-01
10	6	HLA-B15:01	4.648e+01	1.581e-01
10	6	HLA-B15:02	1.972e+01	1.505e-01
10	6	HLA-B15:08	2.240e-01	1.120e-01
10	6	HLA-B15:11	4.817e-01	1.606e-01
10	6	HLA-B18:01	2.904e+00	1.452e-01
10	6	HLA-B27:01	3.241e+01	1.551e-01
10	6	HLA-B27:02	2.613e+01	1.546e-01
10	6	HLA-B27:03	7.475e+00	1.661e-01
10	6	HLA-B27:04	9.431e+00	1.655e-01
10	6	HLA-B27:05	3.998e+01	1.599e-01
10	6	HLA-B27:06	8.541e+00	1.582e-01
10	6	HLA-B27:07	1.827e+01	1.603e-01
10	6	HLA-B27:08	1.661e+01	1.524e-01
10	6	HLA-B27:09	3.104e+01	1.485e-01
10	6	HLA-B35:01	9.234e+00	1.338e-01
10	6	HLA-B35:03	5.579e-01	9.299e-02
10	6	HLA-B35:08	1.429e+00	2.382e-01
10	6	HLA-B39:01	3.844e+00	1.747e-01
10	6	HLA-B39:06	1.914e+00	1.473e-01
10	6	HLA-B39:24	1.597e-01	1.597e-01
10	6	HLA-B40:01	2.021e+01	1.497e-01
10	6	HLA-B40:02	4.722e+01	1.538e-01
10	6	HLA-B41:01	2.120e+00	1.413e-01
10	6	HLA-B41:02	2.667e-01	1.334e-01
10	6	HLA-B41:03	8.695e-01	1.739e-01
10	6	HLA-B41:04	1.407e-01	1.407e-01
10	6	HLA-B41:05	1.436e-01	1.436e-01
10	6	HLA-B44:02	3.928e+01	1.423e-01
10	6	HLA-B44:03	4.208e+01	1.525e-01
10	6	HLA-B44:05	1.276e-01	1.276e-01
10	6	HLA-B44:08	1.734e-01	1.734e-01
10	6	HLA-B44:09	8.073e-01	2.018e-01
10	6	HLA-B44:27	1.271e+00	1.412e-01
10	6	HLA-B44:28	1.095e+00	1.564e-01
10	6	HLA-B45:01	2.283e+00	1.522e-01
10	6	HLA-B46:01	1.677e+01	2.431e-01
10	6	HLA-B49:01	8.020e-01	1.604e-01
10	6	HLA-B50:01	3.670e+00	1.596e-01
10	6	HLA-B51:01	7.210e+00	1.360e-01
10	6	HLA-B51:08	6.048e-01	1.512e-01
10	6	HLA-B54:01	3.915e+00	1.398e-01
10	6	HLA-B56:01	4.490e+00	1.603e-01
10	6	HLA-B57:01	1.120e+02	1.410e-01
10	6	HLA-B57:03	4.304e+01	1.500e-01
10	6	HLA-B58:01	3.015e+01	1.442e-01
10	6	HLA-B73:01	1.272e+00	1.817e-01
10	6	HLA-C01:02	1.104e+01	1.972e-01
10	6	HLA-C02:02	6.707e+00	1.863e-01
10	6	HLA-C03:03	2.035e+00	1.453e-01
10	6	HLA-C03:04	4.745e+00	1.438e-01
10	6	HLA-C04:01	6.463e+00	2.085e-01
10	6	HLA-C05:01	2.194e+01	1.741e-01
10	6	HLA-C06:02	2.988e+00	1.358e-01
10	6	HLA-C07:01	5.953e-01	1.191e-01
10	6	HLA-C07:02	3.243e+00	1.474e-01
10	6	HLA-C08:02	9.097e+00	1.625e-01
10	6	HLA-C12:03	1.456e+00	1.323e-01
10	6	HLA-C14:02	1.372e+01	1.960e-01
10	6	HLA-C15:02	1.229e+00	1.117e-01
10	6	HLA-C16:01	6.556e+00	2.521e-01
10	6	HLA-C17:01	8.201e-01	9.112e-02
10	7	HLA-A01:01	5.294e+01	1.467e-01
10	7	HLA-A01:03	2.619e-01	1.309e-01
10	7	HLA-A02:01	7.696e+01	1.631e-01
10	7	HLA-A02:03	1.225e+01	1.250e-01
10	7	HLA-A02:04	9.673e+00	1.402e-01
10	7	HLA-A02:05	9.488e-01	8.625e-02
10	7	HLA-A02:07	1.783e+01	1.877e-01
10	7	HLA-A03:01	3.485e+01	1.470e-01
10	7	HLA-A11:01	2.296e+01	1.676e-01
10	7	HLA-A23:01	5.698e-01	1.425e-01
10	7	HLA-A24:02	3.851e+01	1.653e-01
10	7	HLA-A24:06	3.055e+00	1.909e-01
10	7	HLA-A24:13	1.803e+00	2.575e-01
10	7	HLA-A26:01	1.010e+00	1.443e-01
10	7	HLA-A26:03	3.955e-01	3.955e-01
10	7	HLA-A29:02	3.552e+01	1.426e-01
10	7	HLA-A30:02	2.861e-01	1.431e-01
10	7	HLA-A31:01	8.852e+00	1.526e-01
10	7	HLA-A32:01	1.305e+00	1.088e-01
10	7	HLA-A66:01	4.182e-01	1.394e-01
10	7	HLA-A66:02	2.872e-01	1.436e-01
10	7	HLA-A68:02	1.380e+01	1.703e-01
10	7	HLA-B07:02	7.228e+01	1.437e-01
10	7	HLA-B08:01	1.107e+01	1.757e-01
10	7	HLA-B13:01	6.217e-01	6.217e-01
10	7	HLA-B14:02	3.448e-01	3.448e-01
10	7	HLA-B15:01	4.710e+01	1.602e-01
10	7	HLA-B15:02	1.898e+01	1.449e-01
10	7	HLA-B15:08	2.671e-01	1.335e-01
10	7	HLA-B15:11	4.641e-01	1.547e-01
10	7	HLA-B18:01	2.865e+00	1.432e-01
10	7	HLA-B27:01	3.388e+01	1.621e-01
10	7	HLA-B27:02	2.583e+01	1.528e-01
10	7	HLA-B27:03	6.534e+00	1.452e-01
10	7	HLA-B27:04	8.898e+00	1.561e-01
10	7	HLA-B27:05	3.977e+01	1.591e-01
10	7	HLA-B27:06	8.374e+00	1.551e-01
10	7	HLA-B27:07	1.773e+01	1.555e-01
10	7	HLA-B27:08	1.651e+01	1.515e-01
10	7	HLA-B27:09	3.022e+01	1.446e-01
10	7	HLA-B35:01	8.633e+00	1.251e-01
10	7	HLA-B35:03	9.263e-01	1.544e-01
10	7	HLA-B35:08	8.129e-01	1.355e-01
10	7	HLA-B39:01	3.945e+00	1.793e-01
10	7	HLA-B39:06	2.391e+00	1.839e-01
10	7	HLA-B39:24	1.700e-01	1.700e-01
10	7	HLA-B40:01	2.009e+01	1.488e-01
10	7	HLA-B40:02	4.622e+01	1.505e-01
10	7	HLA-B41:01	2.721e+00	1.814e-01
10	7	HLA-B41:02	2.751e-01	1.376e-01
10	7	HLA-B41:03	9.045e-01	1.809e-01
10	7	HLA-B41:04	1.400e-01	1.400e-01
10	7	HLA-B41:05	1.796e-01	1.796e-01
10	7	HLA-B44:02	3.919e+01	1.420e-01
10	7	HLA-B44:03	4.220e+01	1.529e-01
10	7	HLA-B44:05	1.236e-01	1.236e-01
10	7	HLA-B44:08	1.771e-01	1.771e-01
10	7	HLA-B44:09	1.075e+00	2.688e-01
10	7	HLA-B44:27	1.275e+00	1.417e-01
10	7	HLA-B44:28	9.601e-01	1.372e-01
10	7	HLA-B45:01	3.162e+00	2.108e-01
10	7	HLA-B46:01	1.491e+01	2.161e-01
10	7	HLA-B49:01	6.386e-01	1.277e-01
10	7	HLA-B50:01	3.688e+00	1.604e-01
10	7	HLA-B51:01	6.905e+00	1.303e-01
10	7	HLA-B51:08	7.534e-01	1.884e-01
10	7	HLA-B54:01	3.469e+00	1.239e-01
10	7	HLA-B56:01	4.478e+00	1.599e-01
10	7	HLA-B57:01	1.161e+02	1.462e-01
10	7	HLA-B57:03	4.530e+01	1.578e-01
10	7	HLA-B58:01	2.944e+01	1.409e-01
10	7	HLA-B73:01	8.510e-01	1.216e-01
10	7	HLA-C01:02	1.135e+01	2.028e-01
10	7	HLA-C02:02	6.455e+00	1.793e-01
10	7	HLA-C03:03	2.008e+00	1.435e-01
10	7	HLA-C03:04	5.172e+00	1.567e-01
10	7	HLA-C04:01	5.181e+00	1.671e-01
10	7	HLA-C05:01	2.313e+01	1.836e-01
10	7	HLA-C06:02	4.201e+00	1.909e-01
10	7	HLA-C07:01	5.441e-01	1.088e-01
10	7	HLA-C07:02	4.214e+00	1.916e-01
10	7	HLA-C08:02	1.008e+01	1.800e-01
10	7	HLA-C12:03	1.772e+00	1.611e-01
10	7	HLA-C14:02	1.236e+01	1.766e-01
10	7	HLA-C15:02	1.097e+00	9.977e-02
10	7	HLA-C16:01	5.778e+00	2.222e-01
10	7	HLA-C17:01	6.272e-01	6.969e-02
10	8	HLA-A01:01	4.883e+01	1.353e-01
10	8	HLA-A01:03	2.513e-01	1.256e-01
10	8	HLA-A02:01	6.974e+01	1.478e-01
10	8	HLA-A02:03	1.775e+01	1.811e-01
10	8	HLA-A02:04	1.177e+01	1.706e-01
10	8	HLA-A02:05	2.510e+00	2.282e-01
10	8	HLA-A02:07	1.756e+01	1.848e-01
10	8	HLA-A03:01	3.437e+01	1.450e-01
10	8	HLA-A11:01	1.777e+01	1.297e-01
10	8	HLA-A23:01	6.756e-01	1.689e-01
10	8	HLA-A24:02	3.166e+01	1.359e-01
10	8	HLA-A24:06	2.491e+00	1.557e-01
10	8	HLA-A24:13	1.814e+00	2.591e-01
10	8	HLA-A26:01	8.685e-01	1.241e-01
10	8	HLA-A26:03	6.288e-02	6.288e-02
10	8	HLA-A29:02	2.512e+01	1.009e-01
10	8	HLA-A30:02	1.728e-01	8.641e-02
10	8	HLA-A31:01	7.903e+00	1.363e-01
10	8	HLA-A32:01	1.568e+00	1.307e-01
10	8	HLA-A66:01	4.525e-01	1.508e-01
10	8	HLA-A66:02	2.693e-01	1.346e-01
10	8	HLA-A68:02	1.316e+01	1.624e-01
10	8	HLA-B07:02	7.097e+01	1.411e-01
10	8	HLA-B08:01	1.082e+01	1.717e-01
10	8	HLA-B13:01	4.437e-02	4.437e-02
10	8	HLA-B14:02	3.319e-02	3.319e-02
10	8	HLA-B15:01	4.252e+01	1.446e-01
10	8	HLA-B15:02	1.632e+01	1.246e-01
10	8	HLA-B15:08	2.501e-01	1.250e-01
10	8	HLA-B15:11	4.349e-01	1.450e-01
10	8	HLA-B18:01	2.934e+00	1.467e-01
10	8	HLA-B27:01	3.129e+01	1.497e-01
10	8	HLA-B27:02	2.387e+01	1.412e-01
10	8	HLA-B27:03	6.428e+00	1.428e-01
10	8	HLA-B27:04	8.191e+00	1.437e-01
10	8	HLA-B27:05	3.515e+01	1.406e-01
10	8	HLA-B27:06	8.270e+00	1.531e-01
10	8	HLA-B27:07	1.637e+01	1.436e-01
10	8	HLA-B27:08	1.580e+01	1.450e-01
10	8	HLA-B27:09	3.254e+01	1.557e-01
10	8	HLA-B35:01	9.279e+00	1.345e-01
10	8	HLA-B35:03	6.584e-01	1.097e-01
10	8	HLA-B35:08	8.840e-01	1.473e-01
10	8	HLA-B39:01	2.773e+00	1.260e-01
10	8	HLA-B39:06	1.716e+00	1.320e-01
