pep_length	start_pos	hla	weight	w
8	6	HLA-C07:02	4.766e+00	1.906e-01
8	6	HLA-C08:02	3.153e+01	1.934e-01
8	6	HLA-C12:02	3.423e-01	3.423e-01
8	6	HLA-C12:03	7.388e+00	2.309e-01
8	6	HLA-C14:02	1.738e+01	1.688e-01
8	6	HLA-C15:02	5.721e+00	1.683e-01
8	6	HLA-C16:01	2.702e+01	1.930e-01
8	6	HLA-C17:01	4.202e+00	1.681e-01
8	7	HLA-A01:01	1.421e+01	1.869e-01
8	7	HLA-A02:01	7.070e+00	7.769e-02
8	7	HLA-A02:03	3.562e-01	7.124e-02
8	7	HLA-A02:04	1.269e+00	2.116e-01
8	7	HLA-A02:05	6.799e-01	1.360e-01
8	7	HLA-A02:07	2.107e+00	1.756e-01
8	7	HLA-A03:01	2.780e+00	1.545e-01
8	7	HLA-A11:01	2.896e-01	9.653e-02
8	7	HLA-A23:01	1.793e-01	1.793e-01
8	7	HLA-A24:02	5.072e+00	1.537e-01
8	7	HLA-A24:06	8.058e-02	4.029e-02
8	7	HLA-A24:13	1.294e-03	4.313e-04
8	7	HLA-A26:01	2.116e-02	2.116e-02
8	7	HLA-A29:02	4.080e+00	8.000e-02
8	7	HLA-A31:01	6.522e-01	9.317e-02
8	7	HLA-A32:01	4.095e-01	2.047e-01
8	7	HLA-A66:02	6.083e-05	6.083e-05
8	7	HLA-A68:02	4.416e-01	4.906e-02
8	7	HLA-B07:02	2.851e+01	1.620e-01
8	7	HLA-B08:01	3.416e+01	1.596e-01
8	7	HLA-B13:01	2.501e-01	1.250e-01
8	7	HLA-B13:02	2.947e-01	1.473e-01
8	7	HLA-B14:02	5.625e-01	1.125e-01
8	7	HLA-B15:01	1.409e+01	1.677e-01
8	7	HLA-B15:02	5.676e+00	1.577e-01
8	7	HLA-B15:08	2.169e-01	2.169e-01
8	7	HLA-B15:11	1.043e-01	1.043e-01
8	7	HLA-B18:01	1.390e+01	1.287e-01
8	7	HLA-B18:03	3.008e+00	1.157e-01
8	7	HLA-B27:01	1.235e+00	1.122e-01
8	7	HLA-B27:02	5.004e-01	1.668e-01
8	7	HLA-B27:04	4.123e-01	2.061e-01
8	7	HLA-B27:05	1.184e+00	8.458e-02
8	7	HLA-B27:06	3.513e-01	3.513e-01
8	7	HLA-B27:07	8.205e-02	2.735e-02
8	7	HLA-B27:08	1.597e-01	1.597e-01
8	7	HLA-B27:09	2.133e+00	1.641e-01
8	7	HLA-B35:01	1.640e+00	9.109e-02
8	7	HLA-B35:02	2.140e-01	2.140e-01
8	7	HLA-B35:03	4.117e-01	1.372e-01
8	7	HLA-B35:06	1.342e-01	1.342e-01
8	7	HLA-B35:08	5.397e-02	1.799e-02
8	7	HLA-B37:01	9.593e-01	1.599e-01
8	7	HLA-B39:01	2.177e+00	1.146e-01
8	7	HLA-B39:06	2.122e+00	1.248e-01
8	7	HLA-B39:09	2.192e-01	1.096e-01
8	7	HLA-B39:24	2.455e+00	1.292e-01
8	7	HLA-B40:01	2.111e+00	1.005e-01
8	7	HLA-B40:02	2.756e+01	1.129e-01
8	7	HLA-B41:04	6.512e-01	1.628e-01
8	7	HLA-B41:05	1.141e-01	5.706e-02
8	7	HLA-B41:06	1.267e-01	1.267e-01
8	7	HLA-B42:01	1.732e-01	1.732e-01
8	7	HLA-B44:02	4.048e+00	1.760e-01
8	7	HLA-B44:03	3.897e+00	1.392e-01
8	7	HLA-B44:08	8.839e-02	8.839e-02
8	7	HLA-B44:09	2.549e-01	4.249e-02
8	7	HLA-B45:01	8.561e-02	4.280e-02
8	7	HLA-B46:01	2.181e+00	1.363e-01
8	7	HLA-B47:01	4.499e-01	1.125e-01
8	7	HLA-B49:01	2.900e-01	7.249e-02
8	7	HLA-B50:01	9.510e-01	1.585e-01
8	7	HLA-B51:01	2.516e+01	1.062e-01
8	7	HLA-B51:08	1.379e+00	9.194e-02
8	7	HLA-B52:01	4.346e-03	4.346e-03
8	7	HLA-B54:01	1.618e+00	1.245e-01
8	7	HLA-B56:01	8.443e-01	1.407e-01
8	7	HLA-B57:01	1.323e+01	1.225e-01
8	7	HLA-B57:03	5.992e+00	1.427e-01
8	7	HLA-B58:01	4.626e+00	1.051e-01
8	7	HLA-B73:01	6.268e-02	6.268e-02
8	7	HLA-C01:02	4.455e+00	1.437e-01
8	7	HLA-C02:02	4.090e+00	1.859e-01
8	7	HLA-C03:03	2.935e+00	1.174e-01
8	7	HLA-C03:04	5.592e+00	1.055e-01
8	7	HLA-C04:01	1.604e+01	1.558e-01
8	7	HLA-C05:01	2.373e+01	1.521e-01
8	7	HLA-C06:02	3.776e+00	1.398e-01
8	7	HLA-C07:01	1.153e+00	1.153e-01
8	7	HLA-C07:02	3.780e+00	1.512e-01
8	7	HLA-C08:02	2.500e+01	1.533e-01
8	7	HLA-C12:02	2.234e-01	2.234e-01
8	7	HLA-C12:03	3.148e+00	9.838e-02
8	7	HLA-C14:02	1.319e+01	1.281e-01
8	7	HLA-C15:02	1.795e+00	5.280e-02
8	7	HLA-C16:01	1.885e+01	1.346e-01
8	7	HLA-C17:01	3.231e+00	1.292e-01
8	8	HLA-A01:01	8.969e+00	1.180e-01
8	8	HLA-A02:01	1.162e+01	1.276e-01
8	8	HLA-A02:03	1.102e-01	2.204e-02
8	8	HLA-A02:04	4.098e-01	6.829e-02
8	8	HLA-A02:05	7.694e-01	1.539e-01
8	8	HLA-A02:07	1.544e+00	1.287e-01
8	8	HLA-A03:01	1.099e+00	6.107e-02
8	8	HLA-A11:01	5.788e-02	1.929e-02
8	8	HLA-A23:01	1.472e-01	1.472e-01
8	8	HLA-A24:02	2.686e+00	8.140e-02
8	8	HLA-A24:06	7.051e-02	3.526e-02
8	8	HLA-A24:13	7.835e-05	2.612e-05
8	8	HLA-A26:01	6.108e-05	6.108e-05
8	8	HLA-A29:02	3.743e+00	7.339e-02
8	8	HLA-A31:01	5.234e-01	7.478e-02
8	8	HLA-A32:01	5.255e-02	2.627e-02
8	8	HLA-A66:02	8.593e-06	8.593e-06
8	8	HLA-A68:02	1.937e-01	2.152e-02
8	8	HLA-B07:02	2.827e+01	1.606e-01
8	8	HLA-B08:01	3.745e+01	1.750e-01
8	8	HLA-B13:01	5.250e-01	2.625e-01
8	8	HLA-B13:02	2.417e-01	1.208e-01
8	8	HLA-B14:02	2.957e-01	5.913e-02
8	8	HLA-B15:01	1.165e+01	1.387e-01
8	8	HLA-B15:02	4.885e+00	1.357e-01
8	8	HLA-B15:08	1.991e-01	1.991e-01
8	8	HLA-B15:11	1.044e-01	1.044e-01
8	8	HLA-B18:01	1.267e+01	1.173e-01
8	8	HLA-B18:03	3.224e+00	1.240e-01
8	8	HLA-B27:01	1.110e+00	1.009e-01
8	8	HLA-B27:02	2.292e-01	7.642e-02
8	8	HLA-B27:04	1.132e-01	5.662e-02
8	8	HLA-B27:05	5.266e-01	3.761e-02
8	8	HLA-B27:06	1.956e-01	1.956e-01
8	8	HLA-B27:07	1.770e-02	5.900e-03
8	8	HLA-B27:08	1.306e-01	1.306e-01
8	8	HLA-B27:09	5.224e-01	4.018e-02
8	8	HLA-B35:01	9.879e-01	5.488e-02
8	8	HLA-B35:02	1.168e-01	1.168e-01
8	8	HLA-B35:03	4.314e-01	1.438e-01
8	8	HLA-B35:06	1.329e-01	1.329e-01
8	8	HLA-B35:08	3.757e-02	1.252e-02
8	8	HLA-B37:01	6.359e-01	1.060e-01
8	8	HLA-B39:01	2.398e+00	1.262e-01
8	8	HLA-B39:06	1.907e+00	1.122e-01
8	8	HLA-B39:09	1.487e-01	7.434e-02
8	8	HLA-B39:24	2.081e+00	1.095e-01
8	8	HLA-B40:01	2.340e+00	1.114e-01
8	8	HLA-B40:02	2.609e+01	1.069e-01
8	8	HLA-B41:04	3.103e-01	7.759e-02
8	8	HLA-B41:05	1.525e-01	7.627e-02
8	8	HLA-B41:06	1.754e-01	1.754e-01
8	8	HLA-B42:01	1.705e-01	1.705e-01
8	8	HLA-B44:02	3.361e+00	1.461e-01
8	8	HLA-B44:03	3.031e+00	1.083e-01
8	8	HLA-B44:08	1.096e-01	1.096e-01
8	8	HLA-B44:09	3.920e-01	6.534e-02
8	8	HLA-B45:01	3.125e-02	1.563e-02
8	8	HLA-B46:01	1.638e+00	1.024e-01
8	8	HLA-B47:01	3.243e-01	8.107e-02
8	8	HLA-B49:01	2.050e-01	5.126e-02
8	8	HLA-B50:01	1.290e+00	2.150e-01
8	8	HLA-B51:01	3.104e+01	1.310e-01
8	8	HLA-B51:08	2.031e+00	1.354e-01
8	8	HLA-B52:01	3.398e-03	3.398e-03
8	8	HLA-B54:01	1.221e+00	9.388e-02
8	8	HLA-B56:01	7.989e-01	1.332e-01
8	8	HLA-B57:01	1.071e+01	9.918e-02
8	8	HLA-B57:03	3.722e+00	8.862e-02
8	8	HLA-B58:01	2.697e+00	6.129e-02
8	8	HLA-B73:01	5.316e-03	5.316e-03
8	8	HLA-C01:02	5.196e+00	1.676e-01
8	8	HLA-C02:02	2.578e+00	1.172e-01
8	8	HLA-C03:03	2.038e+00	8.152e-02
8	8	HLA-C03:04	4.776e+00	9.012e-02
8	8	HLA-C04:01	1.522e+01	1.478e-01
8	8	HLA-C05:01	2.203e+01	1.412e-01
8	8	HLA-C06:02	1.216e+00	4.502e-02
8	8	HLA-C07:01	8.610e-01	8.610e-02
8	8	HLA-C07:02	4.519e+00	1.808e-01
8	8	HLA-C08:02	2.680e+01	1.644e-01
8	8	HLA-C12:02	8.760e-02	8.760e-02
8	8	HLA-C12:03	1.836e+00	5.737e-02
8	8	HLA-C14:02	1.360e+01	1.320e-01
8	8	HLA-C15:02	1.279e+00	3.763e-02
8	8	HLA-C16:01	1.388e+01	9.913e-02
8	8	HLA-C17:01	2.802e+00	1.121e-01
8	9	HLA-A01:01	3.745e+00	4.928e-02
8	9	HLA-A02:01	1.370e+01	1.506e-01
8	9	HLA-A02:03	2.374e-01	4.749e-02
8	9	HLA-A02:04	2.467e-02	4.111e-03
8	9	HLA-A02:05	1.106e+00	2.213e-01
8	9	HLA-A02:07	1.034e+00	8.621e-02
8	9	HLA-A03:01	1.206e-04	6.700e-06
8	9	HLA-A11:01	2.525e-12	8.417e-13
8	9	HLA-A23:01	2.933e-02	2.933e-02
8	9	HLA-A24:02	1.289e-01	3.905e-03
8	9	HLA-A24:06	1.451e+00	7.253e-01
8	9	HLA-A24:13	2.166e-11	7.220e-12
8	9	HLA-A26:01	2.593e-09	2.593e-09
8	9	HLA-A29:02	7.346e-01	1.440e-02
8	9	HLA-A31:01	2.485e-07	3.550e-08
8	9	HLA-A32:01	9.437e-09	4.718e-09
8	9	HLA-A66:02	1.702e-14	1.702e-14
8	9	HLA-A68:02	1.452e-03	1.613e-04
8	9	HLA-B07:02	8.368e+00	4.755e-02
8	9	HLA-B08:01	3.175e+00	1.484e-02
8	9	HLA-B13:01	1.508e-02	7.538e-03
8	9	HLA-B13:02	1.297e-02	6.485e-03
8	9	HLA-B14:02	2.229e-02	4.457e-03
8	9	HLA-B15:01	9.382e-01	1.117e-02
8	9	HLA-B15:02	1.031e-03	2.863e-05
8	9	HLA-B15:08	8.904e-04	8.904e-04
8	9	HLA-B15:11	3.081e-06	3.081e-06
8	9	HLA-B18:01	1.085e+01	1.005e-01
8	9	HLA-B18:03	3.879e+00	1.492e-01
8	9	HLA-B27:01	3.152e+00	2.865e-01
8	9	HLA-B27:02	1.625e-02	5.418e-03
8	9	HLA-B27:04	5.683e-02	2.842e-02
8	9	HLA-B27:05	3.382e+00	2.415e-01
8	9	HLA-B27:06	2.853e-02	2.853e-02
8	9	HLA-B27:07	2.233e+00	7.445e-01
8	9	HLA-B27:08	1.516e-01	1.516e-01
8	9	HLA-B27:09	3.879e-02	2.984e-03
8	9	HLA-B35:01	1.576e+00	8.753e-02
8	9	HLA-B35:02	2.699e-02	2.699e-02
8	9	HLA-B35:03	1.616e-01	5.387e-02
8	9	HLA-B35:06	5.209e-02	5.209e-02
8	9	HLA-B35:08	2.712e+00	9.040e-01
8	9	HLA-B37:01	2.185e-01	3.642e-02
8	9	HLA-B39:01	5.910e-01	3.111e-02
8	9	HLA-B39:06	1.385e+00	8.146e-02
8	9	HLA-B39:09	1.243e-02	6.213e-03
8	9	HLA-B39:24	8.943e-02	4.707e-03
8	9	HLA-B40:01	2.685e-01	1.278e-02
8	9	HLA-B40:02	8.808e+00	3.610e-02
8	9	HLA-B41:04	1.722e-02	4.305e-03
8	9	HLA-B41:05	1.721e-01	8.606e-02
8	9	HLA-B41:06	1.168e-01	1.168e-01
8	9	HLA-B42:01	2.546e-02	2.546e-02
8	9	HLA-B44:02	1.984e+00	8.628e-02
8	9	HLA-B44:03	6.561e-01	2.343e-02
8	9	HLA-B44:08	6.750e-08	6.750e-08
8	9	HLA-B44:09	2.566e-01	4.277e-02
8	9	HLA-B45:01	2.555e-03	1.278e-03
8	9	HLA-B46:01	7.950e-01	4.969e-02
8	9	HLA-B47:01	1.995e-01	4.988e-02
8	9	HLA-B49:01	4.120e-02	1.030e-02
8	9	HLA-B50:01	3.899e-02	6.498e-03
8	9	HLA-B51:01	1.239e+01	5.228e-02
8	9	HLA-B51:08	1.163e-01	7.756e-03
8	9	HLA-B52:01	1.825e-02	1.825e-02
8	9	HLA-B54:01	3.112e-01	2.393e-02
8	9	HLA-B56:01	2.328e-02	3.880e-03
8	9	HLA-B57:01	5.270e-01	4.879e-03
8	9	HLA-B57:03	4.020e+00	9.571e-02
8	9	HLA-B58:01	1.882e+00	4.278e-02
8	9	HLA-B73:01	2.771e-04	2.771e-04
8	9	HLA-C01:02	2.557e-01	8.249e-03
8	9	HLA-C02:02	5.285e-02	2.402e-03
8	9	HLA-C03:03	1.016e-01	4.063e-03
8	9	HLA-C03:04	1.719e-01	3.242e-03
8	9	HLA-C04:01	7.340e+00	7.127e-02
8	9	HLA-C05:01	8.852e+00	5.674e-02
8	9	HLA-C06:02	1.550e-01	5.742e-03
8	9	HLA-C07:01	9.082e-02	9.082e-03
8	9	HLA-C07:02	5.316e-01	2.126e-02
8	9	HLA-C08:02	1.066e+01	6.537e-02
8	9	HLA-C12:02	4.317e-04	4.317e-04
8	9	HLA-C12:03	2.676e+00	8.362e-02
8	9	HLA-C14:02	3.106e+00	3.016e-02
8	9	HLA-C15:02	7.858e-02	2.311e-03
8	9	HLA-C16:01	2.084e+00	1.489e-02
8	9	HLA-C17:01	8.290e-02	3.316e-03
9	1	HLA-A01:01	4.400e+02	1.000e+00
9	1	HLA-A02:01	1.474e+03	1.000e+00
9	1	HLA-A02:03	2.560e+02	1.000e+00
9	1	HLA-A02:04	4.650e+02	1.000e+00
9	1	HLA-A02:05	4.100e+01	1.000e+00
9	1	HLA-A02:07	5.750e+02	1.000e+00
9	1	HLA-A02:14	1.000e+00	1.000e+00
9	1	HLA-A03:01	4.370e+02	1.000e+00
9	1	HLA-A03:02	1.000e+00	1.000e+00
9	1	HLA-A11:01	2.990e+02	1.000e+00
9	1	HLA-A23:01	2.100e+01	1.000e+00
9	1	HLA-A24:02	6.970e+02	1.000e+00
9	1	HLA-A24:06	2.600e+01	1.000e+00
9	1	HLA-A24:13	2.900e+01	1.000e+00
9	1	HLA-A26:01	1.900e+01	1.000e+00
9	1	HLA-A29:02	1.001e+03	1.000e+00
9	1	HLA-A30:02	4.000e+00	1.000e+00
9	1	HLA-A30:03	2.000e+00	1.000e+00
9	1	HLA-A31:01	1.580e+02	1.000e+00
9	1	HLA-A32:01	8.100e+01	1.000e+00
9	1	HLA-A66:01	6.000e+00	1.000e+00
9	1	HLA-A66:02	1.000e+00	1.000e+00
9	1	HLA-A68:01	2.000e+00	1.000e+00
9	1	HLA-A68:02	1.730e+02	1.000e+00
9	1	HLA-B07:02	1.077e+03	1.000e+00
9	1	HLA-B08:01	5.460e+02	1.000e+00
9	1	HLA-B13:01	4.000e+00	1.000e+00
9	1	HLA-B13:02	4.000e+00	1.000e+00
9	1	HLA-B14:02	4.300e+01	1.000e+00
9	1	HLA-B14:03	1.000e+00	1.000e+00
9	1	HLA-B15:01	7.350e+02	1.000e+00
9	1	HLA-B15:02	3.030e+02	1.000e+00
9	1	HLA-B15:08	1.000e+00	1.000e+00
9	1	HLA-B15:09	2.000e+00	1.000e+00
9	1	HLA-B15:10	2.000e+00	1.000e+00
9	1	HLA-B15:11	2.700e+01	1.000e+00
9	1	HLA-B15:13	1.000e+00	1.000e+00
9	1	HLA-B15:17	5.000e+00	1.000e+00
9	1	HLA-B15:42	1.000e+00	1.000e+00
9	1	HLA-B18:01	1.240e+02	1.000e+00
9	1	HLA-B18:03	1.800e+01	1.000e+00
9	1	HLA-B27:01	3.690e+02	1.000e+00
9	1	HLA-B27:02	2.630e+02	1.000e+00
9	1	HLA-B27:03	1.030e+02	1.000e+00
9	1	HLA-B27:04	1.590e+02	1.000e+00
9	1	HLA-B27:05	5.190e+02	1.000e+00
9	1	HLA-B27:06	1.340e+02	1.000e+00
9	1	HLA-B27:07	2.150e+02	1.000e+00
9	1	HLA-B27:08	1.940e+02	1.000e+00
9	1	HLA-B27:09	5.180e+02	1.000e+00
9	1	HLA-B27:10	1.000e+00	1.000e+00
9	1	HLA-B35:01	2.320e+02	1.000e+00
9	1	HLA-B35:02	3.000e+00	1.000e+00
9	1	HLA-B35:03	2.500e+01	1.000e+00
9	1	HLA-B35:04	1.000e+00	1.000e+00
9	1	HLA-B35:06	1.000e+00	1.000e+00
9	1	HLA-B35:08	1.700e+01	1.000e+00
9	1	HLA-B38:01	1.000e+00	1.000e+00
9	1	HLA-B39:01	1.110e+02	1.000e+00
9	1	HLA-B39:06	5.000e+01	1.000e+00
9	1	HLA-B39:09	1.000e+00	1.000e+00
9	1	HLA-B39:10	2.000e+00	1.000e+00
9	1	HLA-B39:24	2.400e+01	1.000e+00
9	1	HLA-B40:01	2.830e+02	1.000e+00
9	1	HLA-B40:02	8.400e+02	1.000e+00
9	1	HLA-B41:01	6.900e+01	1.000e+00
9	1	HLA-B41:02	1.000e+00	1.000e+00
9	1	HLA-B41:03	5.000e+00	1.000e+00
9	1	HLA-B41:04	3.000e+00	1.000e+00
9	1	HLA-B41:06	1.000e+00	1.000e+00
9	1	HLA-B42:01	1.000e+00	1.000e+00
9	1	HLA-B44:02	4.150e+02	1.000e+00
9	1	HLA-B44:03	4.010e+02	1.000e+00
9	1	HLA-B44:05	1.000e+00	1.000e+00
9	1	HLA-B44:08	5.000e+00	1.000e+00
9	1	HLA-B44:09	1.100e+01	1.000e+00
9	1	HLA-B44:27	1.300e+01	1.000e+00
9	1	HLA-B44:28	5.000e+00	1.000e+00
9	1	HLA-B45:01	9.800e+01	1.000e+00
9	1	HLA-B46:01	2.500e+02	1.000e+00
9	1	HLA-B47:01	3.000e+00	1.000e+00
9	1	HLA-B49:01	4.800e+01	1.000e+00
9	1	HLA-B50:01	9.500e+01	1.000e+00
9	1	HLA-B51:01	4.160e+02	1.000e+00
9	1	HLA-B51:08	8.100e+01	1.000e+00
9	1	HLA-B54:01	1.170e+02	1.000e+00
9	1	HLA-B55:02	3.000e+00	1.000e+00
9	1	HLA-B56:01	5.900e+01	1.000e+00
9	1	HLA-B57:01	9.920e+02	1.000e+00
9	1	HLA-B57:02	2.000e+00	1.000e+00
9	1	HLA-B57:03	4.380e+02	1.000e+00
9	1	HLA-B58:01	3.900e+02	1.000e+00
9	1	HLA-B58:02	3.000e+00	1.000e+00
9	1	HLA-B73:01	2.100e+01	1.000e+00
9	1	HLA-C01:02	2.180e+02	1.000e+00
9	1	HLA-C02:02	3.030e+02	1.000e+00
9	1	HLA-C03:03	1.760e+02	1.000e+00
9	1	HLA-C03:04	3.520e+02	1.000e+00
9	1	HLA-C04:01	2.360e+02	1.000e+00
9	1	HLA-C05:01	5.140e+02	1.000e+00
9	1	HLA-C06:02	3.140e+02	1.000e+00
9	1	HLA-C07:01	6.900e+01	1.000e+00
9	1	HLA-C07:02	1.480e+02	1.000e+00
9	1	HLA-C08:02	4.720e+02	1.000e+00
9	1	HLA-C12:02	1.000e+00	1.000e+00
9	1	HLA-C12:03	2.260e+02	1.000e+00
9	1	HLA-C12:04	1.000e+00	1.000e+00
9	1	HLA-C14:02	2.930e+02	1.000e+00
9	1	HLA-C15:02	3.260e+02	1.000e+00
9	1	HLA-C16:01	3.790e+02	1.000e+00
9	1	HLA-C17:01	8.300e+01	1.000e+00
10	1	HLA-A01:01	1.706e+01	4.727e-02
10	1	HLA-A01:03	1.412e-01	7.060e-02
10	1	HLA-A02:01	4.677e+00	9.909e-03
10	1	HLA-A02:03	3.144e-02	3.208e-04
10	1	HLA-A02:04	1.899e+00	2.753e-02
10	1	HLA-A02:05	1.428e-02	1.298e-03
10	1	HLA-A02:07	3.256e-02	3.427e-04
10	1	HLA-A03:01	1.662e+00	7.011e-03
10	1	HLA-A11:01	8.692e-01	6.344e-03
10	1	HLA-A23:01	2.470e-02	6.175e-03
10	1	HLA-A24:02	2.942e+00	1.263e-02
10	1	HLA-A24:06	7.950e-02	4.969e-03
10	1	HLA-A24:13	1.567e-02	2.238e-03
10	1	HLA-A26:01	2.748e-02	3.926e-03
10	1	HLA-A26:03	1.078e-04	1.078e-04
10	1	HLA-A29:02	1.412e+01	5.672e-02
10	1	HLA-A30:02	1.031e-01	5.155e-02
10	1	HLA-A31:01	2.837e+00	4.892e-02
10	1	HLA-A32:01	4.380e-02	3.650e-03
10	1	HLA-A66:01	8.657e-02	2.886e-02
10	1	HLA-A66:02	1.263e-01	6.316e-02
10	1	HLA-A68:02	1.720e+00	2.123e-02
10	1	HLA-B07:02	3.058e+00	6.080e-03
10	1	HLA-B08:01	1.711e+00	2.717e-02
10	1	HLA-B13:01	3.222e-05	3.222e-05
10	1	HLA-B14:02	5.075e-09	5.075e-09
10	1	HLA-B15:01	1.881e+00	6.399e-03
10	1	HLA-B15:02	5.575e+00	4.256e-02
10	1	HLA-B15:08	7.631e-02	3.816e-02
10	1	HLA-B15:11	5.642e-03	1.881e-03
10	1	HLA-B18:01	3.702e-02	1.851e-03
10	1	HLA-B27:01	1.102e-02	5.273e-05
10	1	HLA-B27:02	9.093e-01	5.381e-03
10	1	HLA-B27:03	5.645e-02	1.254e-03
10	1	HLA-B27:04	6.680e-02	1.172e-03
10	1	HLA-B27:05	6.278e-01	2.511e-03
10	1	HLA-B27:06	9.493e-02	1.758e-03
10	1	HLA-B27:07	1.227e-01	1.076e-03
10	1	HLA-B27:08	2.515e-01	2.307e-03
10	1	HLA-B27:09	2.470e+00	1.182e-02
10	1	HLA-B35:01	1.804e+00	2.615e-02
10	1	HLA-B35:03	2.811e-04	4.685e-05
10	1	HLA-B35:08	7.130e-03	1.188e-03
10	1	HLA-B39:01	8.045e-03	3.657e-04
10	1	HLA-B39:06	4.388e-03	3.376e-04
10	1	HLA-B39:24	4.162e-04	4.162e-04
10	1	HLA-B40:01	3.091e-02	2.290e-04
10	1	HLA-B40:02	2.401e-03	7.820e-06
10	1	HLA-B41:01	3.505e-03	2.337e-04
10	1	HLA-B41:02	2.708e-03	1.354e-03
10	1	HLA-B41:03	7.734e-03	1.547e-03
10	1	HLA-B41:04	1.855e-02	1.855e-02
10	1	HLA-B41:05	3.448e-04	3.448e-04
10	1	HLA-B44:02	6.762e+00	2.450e-02
10	1	HLA-B44:03	1.481e+00	5.365e-03
10	1	HLA-B44:05	7.014e-02	7.014e-02
10	1	HLA-B44:08	1.738e-04	1.738e-04
10	1	HLA-B44:09	1.454e-02	3.634e-03
10	1	HLA-B44:27	2.326e-01	2.585e-02
10	1	HLA-B44:28	1.292e-01	1.846e-02
10	1	HLA-B45:01	3.837e-01	2.558e-02
10	1	HLA-B46:01	9.302e-01	1.348e-02
10	1	HLA-B49:01	3.441e-03	6.882e-04
10	1	HLA-B50:01	4.824e-07	2.097e-08
10	1	HLA-B51:01	3.038e+00	5.731e-02
10	1	HLA-B51:08	2.031e-07	5.077e-08
10	1	HLA-B54:01	5.414e-02	1.933e-03
10	1	HLA-B56:01	3.720e-03	1.328e-04
10	1	HLA-B57:01	2.449e+01	3.084e-02
10	1	HLA-B57:03	7.922e+00	2.760e-02
10	1	HLA-B58:01	5.358e+00	2.564e-02
10	1	HLA-B73:01	5.402e-07	7.716e-08
10	1	HLA-C01:02	3.750e-01	6.696e-03
10	1	HLA-C02:02	1.507e-01	4.185e-03
10	1	HLA-C03:03	5.709e-02	4.078e-03
10	1	HLA-C03:04	1.107e-01	3.356e-03
10	1	HLA-C04:01	1.173e-03	3.783e-05
10	1	HLA-C05:01	1.001e-01	7.947e-04
10	1	HLA-C06:02	2.127e-01	9.669e-03
10	1	HLA-C07:01	9.038e-06	1.808e-06
10	1	HLA-C07:02	1.372e-01	6.237e-03
10	1	HLA-C08:02	1.417e-03	2.530e-05
10	1	HLA-C12:03	2.876e-04	2.615e-05
10	1	HLA-C14:02	2.538e-01	3.625e-03
10	1	HLA-C15:02	1.427e-01	1.297e-02
10	1	HLA-C16:01	4.706e-02	1.810e-03
10	1	HLA-C17:01	5.965e-01	6.628e-02
10	2	HLA-A01:01	1.766e+01	4.893e-02
10	2	HLA-A01:03	1.138e-01	5.688e-02
10	2	HLA-A02:01	4.871e+00	1.032e-02
10	2	HLA-A02:03	6.582e-02	6.716e-04
10	2	HLA-A02:04	1.240e+00	1.797e-02
10	2	HLA-A02:05	1.454e-02	1.322e-03
10	2	HLA-A02:07	3.385e-02	3.563e-04
10	2	HLA-A03:01	3.784e+00	1.597e-02
10	2	HLA-A11:01	1.546e+00	1.128e-02
10	2	HLA-A23:01	2.060e-03	5.150e-04
10	2	HLA-A24:02	2.044e+00	8.771e-03
10	2	HLA-A24:06	2.685e-02	1.678e-03
10	2	HLA-A24:13	4.485e-04	6.407e-05
10	2	HLA-A26:01	1.012e-01	1.445e-02
10	2	HLA-A26:03	2.721e-06	2.721e-06
10	2	HLA-A29:02	1.481e+01	5.948e-02
10	2	HLA-A30:02	1.688e-01	8.438e-02
10	2	HLA-A31:01	2.487e+00	4.289e-02
10	2	HLA-A32:01	5.795e-01	4.830e-02
10	2	HLA-A66:01	5.736e-02	1.912e-02
10	2	HLA-A66:02	1.475e-01	7.375e-02
10	2	HLA-A68:02	9.874e-01	1.219e-02
10	2	HLA-B07:02	1.896e+00	3.770e-03
10	2	HLA-B08:01	2.086e+00	3.311e-02
10	2	HLA-B13:01	4.874e-05	4.874e-05
10	2	HLA-B14:02	2.524e-07	2.524e-07
10	2	HLA-B15:01	2.824e+00	9.604e-03
10	2	HLA-B15:02	9.173e+00	7.002e-02
10	2	HLA-B15:08	1.697e-01	8.486e-02
10	2	HLA-B15:11	6.345e-02	2.115e-02
10	2	HLA-B18:01	5.452e-03	2.726e-04
10	2	HLA-B27:01	6.628e-04	3.171e-06
10	2	HLA-B27:02	3.155e-02	1.867e-04
10	2	HLA-B27:03	1.081e-03	2.403e-05
10	2	HLA-B27:04	1.070e-03	1.878e-05
10	2	HLA-B27:05	4.604e-02	1.841e-04
10	2	HLA-B27:06	1.700e-03	3.148e-05
10	2	HLA-B27:07	1.908e-03	1.673e-05
10	2	HLA-B27:08	5.406e-03	4.959e-05
10	2	HLA-B27:09	1.258e+00	6.017e-03
10	2	HLA-B35:01	2.231e-01	3.234e-03
10	2	HLA-B35:03	7.395e-05	1.233e-05
10	2	HLA-B35:08	2.365e-03	3.941e-04
10	2	HLA-B39:01	4.138e-03	1.881e-04
10	2	HLA-B39:06	4.389e-03	3.376e-04
10	2	HLA-B39:24	3.152e-06	3.152e-06
10	2	HLA-B40:01	5.726e-03	4.241e-05
10	2	HLA-B40:02	6.305e-04	2.054e-06
10	2	HLA-B41:01	1.092e-03	7.281e-05
10	2	HLA-B41:02	1.372e-04	6.859e-05
